Screenshot 2022-04-01 212907.png,jumpingjacks_down,202.7056,245.50899,-201.36159,215.79037,231.87581,-213.6505,219.67932,232.3988,-213.75214,223.7682,232.85478,-214.26282,210.55327,230.48885,-175.45737,209.79112,229.28023,-175.53226,208.95667,228.3433,-175.2324,238.18372,241.4048,-204.31137,219.73734,232.92746,-18.882277,209.71689,263.58405,-197.47202,201.68349,260.3188,-144.84311,264.53284,305.7489,-285.32803,203.59067,325.44745,148.31335,277.4584,207.89952,-571.26294,208.78247,380.3965,315.82037,243.30937,95.00879,-712.8273,209.09502,418.34918,335.47266,238.26407,63.753902,-769.6829,210.78186,434.5802,356.07413,235.99408,68.38543,-745.13403,212.25702,430.37396,328.91406,238.4289,80.896545,-709.895,211.23517,425.77618,324.54254,237.93164,534.5415,-133.99237,188.69908,534.2835,134.6149,266.26648,687.7893,-185.38098,153.8076,649.84576,328.4651,331.64813,832.0426,-139.90979,155.23709,767.3001,607.7282,351.10638,854.6256,-139.2146,173.74538,790.0013,630.597,302.4659,891.49396,-309.6425,91.45824,817.3164,540.66345
Screenshot 2022-04-02 031257.png,jumpingjacks_down,198.85277,192.46272,-149.42181,199.9935,183.71904,-125.22972,203.26581,183.74724,-125.103424,206.71786,183.77542,-125.175095,189.38484,184.44937,-142.66557,184.93524,184.74866,-142.54315,180.53305,185.25981,-142.64389,206.6537,191.36345,-11.870416,172.23239,193.91899,-93.106544,205.1111,204.62932,-107.44235,191.14311,205.57672,-130.43396,207.66348,242.17274,65.50989,163.89636,235.86983,-134.55453,211.53915,160.65173,91.38732,173.38026,163.34073,-186.78357,194.69775,91.749916,58.529232,182.99525,90.45548,-123.588295,187.02687,77.74263,32.95455,187.38132,70.968925,-143.46214,184.94696,73.686195,38.73576,183.71754,71.43183,-136.98834,188.3324,78.55754,52.63272,182.67146,78.805916,-122.5625,197.5611,404.802,85.11959,162.66782,405.50443,-84.916084,238.8054,482.68027,105.83817,129.54123,510.0964,-98.56055,221.9707,554.77167,254.86566,82.71518,584.13776,6.351031,208.31589,566.9455,266.99213,67.5006,592.7789,14.082303,260.67334,588.94794,222.67078,103.16214,627.15826,-73.11399
Screenshot 2022-04-02 031419.png,jumpingjacks_down,186.48122,189.66943,-171.92838,189.12495,182.8867,-145.88428,192.63652,183.14989,-145.80557,196.32,183.41853,-145.8643,178.13885,183.1997,-159.4634,173.8126,183.4458,-159.3589,169.52806,183.89462,-159.45192,197.44037,192.5139,-32.133163,162.0766,193.65465,-98.66082,192.89008,202.59502,-131.5163,178.48724,203.0051,-150.27629,199.03525,244.85196,38.011253,148.53497,236.89102,-136.62126,202.36983,164.05171,57.239468,155.34229,160.97879,-201.79878,182.99231,95.44985,44.853813,168.58505,95.43713,-162.22466,175.6833,80.29736,24.10565,173.52618,76.33299,-184.8699,173.9646,77.61451,33.821117,170.60551,78.36337,-173.60469,177.42188,82.31258,40.804607,169.83035,84.88513,-160.00754,182.10918,388.80606,78.58889,142.02885,387.1089,-78.561935,228.75568,454.0487,97.16721,115.56292,482.1433,-109.65565,217.23296,520.568,250.23688,76.56667,550.37115,3.845741,205.13234,533.5675,261.8265,64.03788,559.28345,12.447531,257.53815,547.6108,208.4376,90.48347,587.7783,-79.65179
Screenshot 2022-04-02 031527.png,jumpingjacks_down,162.73926,186.07368,-229.80602,165.8689,179.12836,-208.19704,168.0856,179.71312,-208.12251,170.44353,180.32596,-208.18353,157.92938,178.13498,-225.54256,154.40627,177.69429,-225.49205,150.95027,177.44632,-225.5741,169.44733,186.37831,-92.80163,143.90532,182.56271,-182.83841,165.52861,197.27925,-187.33531,155.33711,195.69994,-212.86789,177.075,224.57648,-8.389708,124.26063,222.36385,-211.18304,181.71227,163.96129,46.11305,130.15508,150.27258,-331.95508,172.6814,94.12874,10.8786,144.14969,82.076584,-374.7842,169.06479,80.83065,-9.187403,147.22891,65.813866,-418.19067,162.73405,75.90048,-11.362648,148.96237,66.31031,-404.79663,163.31573,80.51424,3.2438877,149.13458,71.8991,-373.26627,179.12685,357.4241,68.86429,137.00021,358.46204,-68.67992,217.0149,425.9306,175.87526,95.94072,449.18176,-125.138336,227.29045,482.6898,350.3501,32.802826,511.72452,-35.938026,219.16689,495.5175,364.0225,25.629488,518.0733,-31.864407,265.32846,503.4347,310.6379,23.931406,550.9066,-128.5712
Screenshot 2022-04-02 031657.png,jumpingjacks_down,208.84477,191.27263,-139.36684,209.15054,183.42139,-114.98455,210.54077,183.57518,-114.88139,212.06523,183.74149,-114.95543,203.15945,183.29588,-137.72166,200.21349,183.11746,-137.62233,197.35822,183.13936,-137.72357,210.48532,188.82762,-4.133892,190.62383,188.47385,-117.291595,211.64043,201.06514,-99.40271,203.50021,200.76352,-131.41783,215.35297,229.60135,59.828686,176.92001,225.72089,-174.16791,215.366,167.11108,89.651794,180.59772,160.55801,-293.03268,196.87431,96.7792,60.70264,187.57324,89.600136,-320.42007,191.29692,79.52509,41.205612,189.26826,70.505615,-355.81235,187.51341,76.754745,45.39532,187.1555,71.12353,-344.63068,188.88911,81.53017,54.54004,187.10454,76.92762,-318.93976,221.1071,365.40527,94.96077,191.59718,365.49524,-94.653366,242.81046,449.94348,204.41295,156.95868,470.46738,-161.30374,243.07541,518.2141,384.8923,102.0476,545.2983,-94.03673,232.6792,531.8738,398.51025,89.88528,552.2157,-91.40502,287.38123,544.3465,343.281,111.56801,589.86017,-194.35966
Screenshot 2022-04-02 031717.png,jumpingjacks_down,203.63466,196.25447,-108.399506,203.7774,188.18483,-88.372055,204.67807,188.12852,-88.29422,205.72485,188.0718,-88.36481,199.19241,188.38443,-109.5809,196.79218,188.20457,-109.46339,194.4877,188.21504,-109.53395,204.94804,191.47356,4.850532,189.3563,191.99104,-100.92486,206.15923,204.4865,-74.75362,199.88263,204.47696,-104.78581,213.62956,228.48882,55.973293,173.52339,225.1463,-156.60704,209.16304,167.96355,84.893005,176.01788,158.95746,-268.3115,191.32964,94.037544,63.235256,182.36147,88.48862,-299.80832,187.15837,76.1463,40.865288,184.27861,69.15879,-333.3728,182.83127,73.12218,47.771675,181.02034,68.79522,-320.83594,183.48161,77.87813,58.500965,181.3335,74.448524,-298.16693,220.04529,363.87268,87.379326,188.97002,362.21414,-87.03175,248.16129,447.47406,170.38742,168.41878,465.84393,-146.45743,244.56508,515.941,329.98056,120.601906,545.3478,-53.355995,233.18353,529.7536,341.32983,110.929855,552.883,-48.492275,290.85074,540.28235,285.82767,126.65014,589.9395,-141.43799
Screenshot 2022-04-02 172053.png,jumpingjacks_down,98.38471,196.55536,-182.49373,106.787895,185.26318,-185.06067,110.71512,184.97037,-184.90182,114.83862,184.66614,-185.0141,99.358894,186.0331,-155.63731,97.385124,185.90729,-155.6254,95.45079,186.0315,-155.77269,128.63242,186.90527,-158.40422,103.48654,188.09183,-19.739347,109.32831,205.95595,-172.69093,99.44716,206.45345,-132.3113,158.91219,232.1081,-201.81187,96.752815,231.0026,40.54188,154.09335,161.43442,-340.929,108.07754,161.8101,42.702362,151.34528,79.702194,-352.39218,120.5415,81.44375,-47.77498,153.9431,56.71255,-393.2277,127.16482,62.06803,-81.42705,150.46483,57.02963,-373.36322,128.42468,56.552906,-86.93028,147.50203,65.03252,-349.6205,129.74165,63.702873,-60.163567,137.96971,413.19565,-84.167305,88.37178,411.32834,84.32262,170.37485,520.5306,-107.039314,64.33985,491.88797,173.64404,214.39508,603.78784,31.72285,70.45685,567.62177,378.1101,225.6946,613.52045,43.411224,81.00878,581.2339,394.9093,198.52597,645.3703,-85.39546,32.67725,597.94476,326.39716
Screenshot 2022-04-02 172107.png,jumpingjacks_down,173.72987,200.84277,-165.913,180.19644,190.97897,-169.22505,183.38266,190.65816,-169.09422,186.7308,190.3129,-169.166,174.30232,191.76584,-144.8058,173.05362,191.70544,-144.71907,171.83638,191.86166,-144.70755,199.41171,192.23445,-153.92896,179.82986,193.80116,-39.861065,183.8345,209.96475,-160.66896,176.25455,210.52635,-127.24131,234.43709,236.32254,-203.48836,172.8024,236.81868,-0.7251967,229.96819,161.94264,-300.45166,179.65944,169.64636,-10.684991,225.53642,80.02587,-291.48056,193.08885,91.52063,-88.22018,227.82932,58.500187,-327.59747,199.36252,73.67996,-116.93672,222.30656,60.569782,-309.03497,200.71655,69.01116,-122.99107,220.51093,66.39117,-289.07996,200.77983,74.11938,-98.532646,216.00612,414.98935,-71.94887,166.92276,411.12772,72.18334,246.7021,526.33057,-77.960495,138.49466,489.52084,157.79878,294.63614,611.8643,5.997156,143.88951,566.329,307.47372,307.5833,622.51483,10.952599,157.32257,580.6377,318.4245,279.6539,653.8816,-101.84206,103.20336,600.795,257.74677
Screenshot 2022-04-02 175138.png,jumpingjacks_down,203.56593,191.90666,-59.37242,203.4755,183.03029,-31.986042,205.33508,182.94771,-31.899586,207.33717,182.8675,-31.951498,195.34735,182.55151,-55.25155,191.4082,181.92793,-55.16737,187.50188,181.46022,-55.291565,201.77786,183.39256,83.03409,176.23268,182.381,-30.289059,204.22127,199.36592,-17.344704,194.12596,198.76172,-49.59289,198.13461,221.70026,142.10785,154.89076,213.65558,-61.888035,202.91919,173.30324,197.02263,161.58006,158.1705,-122.22049,197.32886,107.5487,173.92633,157.71664,96.54794,-71.90421,194.15948,90.34746,162.03163,155.38171,77.23853,-89.026,193.55092,87.89183,164.97533,154.84384,79.74302,-78.4603,192.9251,93.17006,169.13716,157.19212,85.59012,-69.184616,192.68484,353.04706,82.34164,161.62071,349.31335,-81.90042,217.78532,443.11417,162.51279,138.90105,456.4241,-109.05343,233.80461,520.9059,314.87418,98.21695,540.35785,-70.553276,225.70662,535.12756,325.23938,86.10499,548.77277,-72.98502,278.55902,542.71436,251.6442,119.58461,579.99457,-181.77464
Screenshot 2022-04-02 175154.png,jumpingjacks_down,177.9159,170.63419,-40.752483,178.7068,162.24913,-17.563316,180.26738,162.4287,-17.46004,181.97066,162.5569,-17.564499,171.61684,161.5109,-37.168247,168.15479,160.96117,-37.138905,164.70947,160.59161,-37.37082,178.38794,165.37708,83.014,155.79495,162.93439,-17.100935,178.84892,179.51056,-3.0291233,170.12811,178.48964,-31.23829,177.96684,209.66177,142.4802,134.94122,192.03136,-50.331596,180.90593,200.95888,265.60532,128.65498,139.65388,-129.32391,179.57996,152.57759,323.55426,122.08309,76.25389,-99.36602,178.99399,138.93192,333.97415,118.20915,59.655697,-118.98081,178.43939,136.83124,325.4853,118.12493,59.6148,-115.571266,177.37286,140.97427,316.9134,120.62917,66.866455,-99.074554,174.80957,332.18466,71.356606,143.45758,327.21564,-71.052826,198.80771,419.89676,151.90736,108.86462,429.9348,-111.30321,211.8375,498.1999,316.84555,68.25418,519.52625,-79.991005,202.5892,512.57056,328.7013,58.42405,529.15137,-83.141655,253.16824,524.0906,250.91135,83.91672,562.4127,-201.88148
