Screenshot 2022-04-01 190347.png,squatsbackslouching_down,118.53674,92.25428,-257.3962,123.1029,81.225815,-265.3215,126.600555,80.32844,-265.37033,130.13365,79.42976,-265.33618,113.195946,81.884834,-266.7015,109.38311,81.365654,-266.646,105.569626,80.89809,-266.72656,134.56056,73.804085,-237.07259,99.08437,75.5867,-243.38268,123.642624,94.39425,-239.92926,112.221565,94.86845,-241.73454,145.20523,85.00606,-184.1274,88.37345,84.56049,-189.47272,138.01402,121.58016,-168.59589,87.481926,118.962135,-174.03076,103.878555,119.72972,-215.30457,112.15101,129.74004,-218.56021,94.37234,121.382195,-242.88133,115.86321,133.27266,-240.54143,93.943855,115.883255,-239.37355,118.67695,128.91374,-241.44005,96.23548,114.21805,-216.7638,119.364174,126.291824,-221.35301,128.88,119.92702,3.1347024,103.65112,118.17571,-2.8530495,134.65169,145.9269,112.62872,95.28615,140.73232,100.743965,132.6224,153.83711,250.23662,90.312256,154.96791,231.51044,131.20393,150.89728,265.31638,91.72627,153.2759,245.74396,130.63751,174.46455,252.66885,85.168076,175.25185,230.07248
Screenshot 2022-04-01 190409.png,squatsbackslouching_down,132.06117,136.25664,-232.41487,137.80504,126.90343,-240.58966,141.06276,126.10803,-240.62367,144.39697,125.30968,-240.61691,128.51628,126.827515,-243.66449,125.025795,125.83011,-243.60204,121.54316,124.89139,-243.6893,149.13972,118.35455,-219.65529,115.95519,116.66226,-230.86476,135.8508,136.80286,-217.54277,125.9988,136.69716,-220.64496,157.26184,123.545135,-163.13489,104.04487,118.72908,-182.37381,152.07326,156.46227,-110.74502,105.21609,157.65918,-136.51093,118.75977,158.33128,-118.65365,143.8212,160.35844,-107.15159,110.87773,160.34666,-132.12996,153.7769,160.98387,-113.83619,109.94112,155.55765,-128.21309,153.21036,154.46994,-111.502045,111.809296,154.13591,-117.860466,151.52023,153.2387,-106.49448,134.6858,157.05127,4.679239,109.844025,155.63863,-4.488652,142.50862,178.15228,117.79922,107.27057,179.96788,104.41689,144.5738,191.78136,250.22937,109.61669,192.64716,238.22234,144.08374,190.67982,264.8033,110.67081,191.64545,253.54503,143.77646,210.28056,255.55603,106.25164,210.48491,244.07693
Screenshot 2022-04-01 190445.png,squatsbackslouching_down,147.99915,106.21506,-218.14928,151.52217,95.221016,-217.77075,155.0411,94.545395,-217.78563,158.55078,93.859795,-217.7713,142.47208,95.997284,-218.00351,138.75935,95.86248,-217.99399,135.02943,95.801186,-218.04614,163.03384,93.52768,-173.57246,130.81248,96.271385,-175.79164,154.63599,111.56217,-198.41731,142.75352,112.53471,-198.87032,178.14154,116.921165,-124.04562,120.2838,118.49629,-118.56847,166.50684,171.33406,-147.05072,120.64244,170.82532,-106.98894,139.65273,134.59483,-200.9892,121.535324,179.38539,-127.158066,130.7606,126.5649,-218.2028,119.39149,182.89912,-137.30159,135.58438,116.6902,-213.864,121.15579,177.24828,-138.45757,136.49374,119.1405,-201.22472,124.87638,174.99849,-128.61281,167.77864,162.33673,-0.9281361,136.90744,160.69572,0.97633535,194.42285,161.88719,-134.9046,98.1858,159.08508,-121.71842,174.27083,211.00882,-59.84432,115.74352,206.83272,-47.859303,166.23157,217.40392,-52.794975,124.09502,214.17473,-41.722397,182.14911,235.75354,-99.41827,104.09112,230.25374,-77.44583
Screenshot 2022-04-01 212333.png,squatsbackslouching_down,302.73325,183.86212,-7.05504,308.69852,173.3871,-4.5676007,307.994,172.29095,-4.5999603,307.32037,171.18477,-4.674735,308.77313,173.0249,-28.620161,308.0422,171.05267,-28.585789,307.2528,169.14764,-28.477896,295.55157,160.99,31.833324,295.67587,158.18208,-79.06691,290.17365,183.57735,8.908109,289.66595,182.03574,-22.576792,236.58731,162.67775,102.25701,252.73845,181.78835,-115.7876,221.236,243.07072,137.0981,257.9863,268.5421,-48.38396,237.08646,212.55104,165.76645,278.3365,227.15819,139.67532,239.38446,207.59427,175.05507,283.8913,221.50319,148.32567,236.21579,198.27003,194.4568,278.80853,212.05435,133.40913,233.09909,200.397,173.55315,272.1461,211.9239,139.5856,130.31387,228.02065,72.210495,133.96353,241.11131,-72.229095,239.89764,223.79417,136.69456,250.40218,246.1002,-66.506424,188.5082,304.99173,192.95349,184.53134,340.3933,-13.366184,169.14128,313.84573,199.7395,160.76558,350.06946,-5.3589225,204.6754,337.15668,220.99597,208.2232,380.35043,11.401125
Screenshot 2022-04-01 213525.png,squatsbackslouching_down,104.4694,92.18263,34.71895,103.57536,84.57281,22.31928,104.53046,83.77084,22.356686,105.51044,82.96027,22.367632,103.111404,85.03429,36.755814,103.392586,84.72147,36.77247,103.78118,84.41106,36.787247,115.06706,80.97142,-8.885883,112.07491,82.70219,55.668613,113.56121,95.22241,23.819435,112.11413,96.229385,42.68951,140.47768,106.1012,-48.885765,143.60405,101.18159,91.311424,118.32907,151.73904,-20.954706,115.66362,140.58237,81.37618,103.67407,130.97777,77.298134,104.93026,129.16847,14.513584,98.19773,127.61566,80.28761,101.68309,127.20108,7.2352366,106.08841,121.73949,72.636765,105.37031,121.83396,10.636322,110.42822,122.79348,77.073296,107.909065,124.3872,12.534218,214.11124,168.1003,-47.757298,211.80638,162.00946,48.042393,138.11563,173.93787,-66.98163,138.48737,173.10466,76.19655,166.96272,238.4047,-84.185814,168.48389,222.73137,81.15883,183.94452,246.206,-84.48442,182.67896,227.23503,81.46968,142.56357,264.47784,-83.786476,151.16301,250.04501,89.80108
Screenshot 2022-04-01 213554.png,squatsbackslouching_down,63.541344,82.11865,31.350266,63.058693,74.88782,20.978905,63.974026,74.16664,21.0026,64.91306,73.42698,21.006292,62.53409,75.35795,34.6637,62.757694,75.07025,34.67473,63.081993,74.79284,34.69579,74.21752,71.61953,-5.516169,71.10468,73.30636,55.582443,72.28929,85.13982,21.691486,70.80234,86.082405,39.54506,99.137596,95.94867,-46.02486,100.365,93.56597,87.25823,76.243416,137.28525,-23.938437,75.55366,131.01204,82.59392,60.119976,121.872765,68.78611,63.086525,126.421265,24.031363,54.383434,119.71329,71.116714,59.543255,126.15714,15.554226,61.281063,114.93286,63.491314,62.74543,120.7656,16.968039,65.70303,115.631874,68.29979,65.51979,122.63136,21.469227,170.53766,155.59512,-44.965782,166.4206,151.02246,45.21494,90.297165,165.69038,-66.445335,93.87789,163.78056,68.58122,130.61465,223.17798,-73.235954,133.26517,208.13396,65.65341,147.73312,228.54799,-72.04508,147.07335,211.07594,65.246666,112.05756,249.43565,-70.086266,122.22766,233.63649,69.998665
Screenshot 2022-04-01 213932.png,squatsbackslouching_down,112.57463,125.68911,31.4737,111.63937,116.46812,17.200245,112.700584,115.59323,17.22202,113.80859,114.6978,17.219852,111.18451,117.15945,33.74004,111.60107,116.8481,33.750313,112.14752,116.56043,33.7548,125.20886,113.34716,-16.626568,122.43427,115.45434,57.92423,123.443344,129.94725,19.907095,121.74787,131.27678,41.655273,155.04805,146.28168,-61.583736,165.27274,140.56523,106.88462,128.2538,196.13362,-9.127847,140.73541,188.97209,100.39332,121.100494,182.53633,137.03656,121.94588,187.71231,23.045284,116.9559,180.07573,141.13606,115.486374,187.37598,12.155409,123.943665,176.1834,132.56227,118.38154,183.729,12.929126,128.56602,177.01201,137.29091,122.06139,185.90869,19.229502,250.76076,227.72769,-55.932106,250.71312,219.497,56.178093,150.36629,221.78845,-67.75625,160.60843,213.84732,88.23222,196.73058,307.32895,-63.65366,214.26617,279.3484,98.678955,217.67387,318.00488,-61.645977,232.47122,285.97354,98.75791,170.69121,336.52155,-55.90041,201.984,308.89572,108.139244
Screenshot 2022-04-01 213950.png,squatsbackslouching_down,84.14943,89.321526,54.45899,81.74022,80.646805,36.992283,82.22598,80.000824,37.010612,82.75215,79.31669,37.007404,82.92203,80.2729,50.096756,83.922264,79.55602,50.08401,85.035645,78.88256,50.0635,92.74315,77.536,-5.6954336,95.44189,76.402016,51.26066,93.638214,92.96382,41.30518,94.00784,93.23349,58.15711,117.42489,112.73497,-40.900414,143.24837,93.52093,87.94628,97.1484,164.94641,-10.447452,127.480385,140.20491,143.19977,87.457466,149.80339,102.561806,101.09644,142.98813,165.44026,82.262024,145.75912,105.277374,95.10452,142.03558,169.97421,87.69349,141.16322,102.61784,93.76745,140.69995,167.8791,92.060585,142.28268,102.40756,96.955414,143.06004,163.63953,219.2323,189.23833,-45.410816,229.38785,177.29582,45.70618,123.336624,190.84738,-35.66671,137.2449,180.67259,84.67091,166.67184,267.4848,-36.51431,189.5797,240.64642,92.05034,185.93001,276.46988,-34.382236,207.04366,245.92372,93.18803,141.63844,293.4928,-14.263821,175.51085,267.25293,117.68785
Screenshot 2022-04-02 163833.png,squatsbackslouching_down,255.07385,99.67134,-6.3272724,252.45522,91.0668,-0.36000606,251.49138,91.02326,-0.34542245,250.59578,91.03549,-0.26224035,251.07521,90.364975,-23.1188,249.11328,89.57089,-23.05129,247.10396,88.8623,-23.053848,236.03102,92.51112,44.387028,231.49205,89.26463,-60.758533,245.35391,108.34448,9.174781,243.02296,106.93682,-19.97481,195.15982,136.979,93.526924,196.4931,131.50052,-95.28201,198.4783,207.94092,32.91006,209.5064,198.60297,-29.015448,220.97922,175.25377,-76.57194,238.12416,162.80995,125.9892,227.84795,162.71124,-75.60035,245.85858,152.26141,131.09369,223.40462,155.20798,-58.2703,239.7517,146.10257,131.13947,219.14034,160.38396,-72.1874,234.23726,150.91887,131.0553,93.968025,212.24954,70.88597,89.93177,209.40285,-70.65814,174.56342,210.13974,152.36389,191.28198,207.20221,-143.30116,140.83023,282.7384,129.75986,150.57397,320.82693,-234.75835,126.78691,293.87372,127.897316,130.62262,340.61517,-243.8173,163.33629,300.59445,127.16904,187.88634,352.57013,-271.35355
Screenshot 2022-04-02 163852.png,squatsbackslouching_down,261.79813,94.13242,-40.469578,259.56592,85.34996,-36.42571,259.03143,85.20722,-36.425354,258.5627,85.11143,-36.4458,258.05005,85.73528,-55.323074,256.118,85.519295,-55.299152,254.16565,85.37496,-55.288097,245.99434,88.49051,-0.74315774,240.31741,88.36964,-86.18334,253.9687,103.55313,-27.807596,251.13913,103.25245,-51.67992,211.05363,135.27681,36.20573,206.81575,134.78444,-105.49772,202.70946,204.68694,1.4568768,219.16782,196.25154,-51.707615,216.17021,192.1781,-74.98009,244.77446,162.7107,64.46282,219.89873,184.33203,-79.7275,251.49411,154.02324,60.75512,219.44029,177.08228,-75.49001,249.51694,145.75928,64.24764,215.9346,181.57463,-75.724655,245.03752,150.61023,68.81825,127.21789,229.01222,50.059235,119.84184,228.36832,-49.772285,193.10387,215.52835,100.14248,202.33807,199.5762,-136.04189,147.87225,284.78812,124.042,145.14288,309.74463,-142.81871,134.08029,292.1181,127.86629,127.46016,323.82007,-142.2642,159.40967,312.06625,142.85394,168.1979,350.73743,-159.30745
